rule_id,prefix,years,n_years,contiguous,min_yoy,mean_yoy,last_yoy,headline_last,yoy_detail
T5,T,"2015,2016,2017,2018,2019",5,1,0.0346,0.4564,0.057,Only team members wearing proper buttons are allowed on the ARENA floor during Subdivision,2015->2016:0.781;2016->2017:0.0346;2017->2018:0.9529;2018->2019:0.057
T6,T,"2015,2016,2017,2018",4,1,0.0258,0.3476,0.9697,There are no cascading TIMEOUTS. If an ALLIANCE calls a TIMEOUT during a FIELD,2015->2016:0.0472;2016->2017:0.0258;2017->2018:0.9697
T7,T,"2015,2016,2017,2018",4,1,0.0717,0.3886,1.0,TIMEOUTS are not transferrable between ALLIANCES.,2015->2016:0.094;2016->2017:0.0717;2017->2018:1.0
T8,T,"2015,2016,2017,2018",4,1,0.0596,0.3824,0.9898,I,2015->2016:0.0978;2016->2017:0.0596;2017->2018:0.9898
T9,T,"2015,2016,2017,2018",4,1,0.1307,0.4205,0.9835,An ALLIANCE may request neither a TIMEOUT nor a BACKUP TEAM after a Playoff MATCH is,2015->2016:0.1472;2016->2017:0.1307;2017->2018:0.9835
T10,T,"2015,2016,2017,2018",4,1,0.0449,0.3347,0.9101,Pit Crew members may not be in the ALLIANCE STATION or PORTAL during a MATCH.,2015->2016:0.0449;2016->2017:0.0491;2017->2018:0.9101
T11,T,"2015,2016,2017,2018",4,1,0.0305,0.361,1.0,"The ALLIANCE CAPTAIN must report the LINEUP to the Head REFEREE, or their designee, in",2015->2016:0.0524;2016->2017:0.0305;2017->2018:1.0
T12,T,"2015,2016,2017,2018",4,1,0.087,0.3927,0.9963,"Once the LINEUP has been declared, it cannot be changed unless there is a TIMEOUT. If there",2015->2016:0.0947;2016->2017:0.087;2017->2018:0.9963
T13,T,"2015,2016,2017,2018",4,1,0.0655,0.357,0.9222,"If a MATCH must be replayed due to an ARCADE FAULT, the LINEUP for the replayed MATCH",2015->2016:0.0655;2016->2017:0.0833;2017->2018:0.9222
T14,T,"2015,2016,2017,2018",4,1,0.0457,0.2054,0.5006,Only Team members wearing proper buttons are allowed on the ARCADE floor during,2015->2016:0.0457;2016->2017:0.07;2017->2018:0.5006
T15,T,"2015,2016,2017,2018",4,1,0.041,0.0678,0.0634,"During the Einstein Finals, if the MATCH score of each ALLIANCE is equal, the MATCH is",2015->2016:0.0991;2016->2017:0.041;2017->2018:0.0634
T16,T,"2015,2016,2017,2018",4,1,0.0777,0.0942,0.1111,A team is considered to have already earned a FIRST Championship invitation prior to the,2015->2016:0.0938;2016->2017:0.0777;2017->2018:0.1111
T17,T,"2015,2016,2017,2018",4,1,0.0635,0.0919,0.0893,A Team competing at a Regional Event qualifies for the FIRST Championship by meeting one of,2015->2016:0.0635;2016->2017:0.1228;2017->2018:0.0893
T18,T,"2015,2016,2017,2018",4,1,0.026,0.0705,0.1185,All Regional events have a minimum of one (1) Wild Card slot. Additional Wild Cards are,2015->2016:0.026;2016->2017:0.0671;2017->2018:0.1185
T19,T,"2015,2016,2017,2018",4,1,0.0297,0.1195,0.2424,"If a member of the Finalist ALLIANCE has already qualified for the FIRST Championship, per",2015->2016:0.0864;2016->2017:0.0297;2017->2018:0.2424
T20,T,"2015,2016,2017,2018",4,1,0.0271,0.0803,0.0784,Unused Wild Card slots will not be backfilled or replaced.,2015->2016:0.1354;2016->2017:0.0271;2017->2018:0.0784
T21,T,"2015,2016,2017,2018",4,1,0.0236,0.066,0.0236,Teams selected from the FIRST Championship Waitlist to participate at the FIRST Championship,2015->2016:0.0875;2016->2017:0.087;2017->2018:0.0236
T22,T,"2016,2017,2018",3,1,0.017,0.0548,0.017,A Team competing in a District qualifies for their District Championship by meeting one of the,2016->2017:0.0926;2017->2018:0.017
T23,T,"2016,2017",2,1,0.0277,0.0277,0.0277,Teams selected from the FIRST Championship Waitlist to participate at the FIRST Championship,2016->2017:0.0277
T24,T,"2016,2017",2,1,0.0428,0.0428,0.0428,A Team competing in a District qualifies for their District Championship by meeting one of the,2016->2017:0.0428
T25,T,"2016,2017",2,1,0.0842,0.0842,0.0842,TEAMS must compete in each MATCH with the same ROBOT they competed with at FIRST,2016->2017:0.0842
T26,T,"2016,2017",2,1,0.0689,0.0689,0.0689,ROBOTS used at the Festival of Champions must remain compliant with all ROBOT rules except,2016->2017:0.0689
T201,T,"2024,2025,2026",3,1,0.8617,0.9308,1.0,Replays will be the same.,2024->2025:0.8617;2025->2026:1.0
T301,T,"2023,2024,2025,2026",4,1,0.0567,0.5464,0.9158,"Measurement, not practice.",2023->2024:0.0567;2024->2025:0.6667;2025->2026:0.9158
T401,T,"2022,2023",2,1,0.9244,0.9244,0.9244,"Freeze, ROBOT.",2022->2023:0.9244
T601,T,"2024,2025,2026",3,1,0.3184,0.6592,1.0,Send your STUDENT representatives.,2024->2025:0.3184;2025->2026:1.0
T602,T,"2024,2025,2026",3,1,0.1194,0.5597,1.0,STUDENTS must outnumber adults.,2024->2025:0.1194;2025->2026:1.0
T603,T,"2024,2025,2026",3,1,0.1558,0.5779,1.0,Only STUDENTS may use the mic.,2024->2025:0.1558;2025->2026:1.0
T604,T,"2024,2025,2026",3,1,0.1176,0.5588,1.0,Only the ALLIANCE CAPTAIN may invite an ALLIANCE.,2024->2025:0.1176;2025->2026:1.0
T605,T,"2024,2025,2026",3,1,0.0412,0.5206,1.0,Picks are time limited.,2024->2025:0.0412;2025->2026:1.0
T606,T,"2024,2025,2026",3,1,0.136,0.482,0.8281,Declining teams can’t be picked.,2024->2025:0.136;2025->2026:0.8281
T610,T,"2024,2025,2026",3,1,0.1376,0.5688,1.0,BACKUP TEAMS due 2 minutes before the MATCH start time.,2024->2025:0.1376;2025->2026:1.0
T611,T,"2025,2026",2,1,1.0,1.0,1.0,Be there to be a BACKUP TEAM.,2025->2026:1.0
T612,T,"2025,2026",2,1,1.0,1.0,1.0,Send a BACKUP TEAM Representative.,2025->2026:1.0
T613,T,"2025,2026",2,1,1.0,1.0,1.0,LINEUPS due 2 minutes before the MATCH.,2025->2026:1.0
T614,T,"2025,2026",2,1,1.0,1.0,1.0,"For replays, no changing LINEUPS (mostly).",2025->2026:1.0
T701,T,"2022,2023",2,1,0.0746,0.0746,0.0746,Send a STUDENT representative.,2022->2023:0.0746
T702,T,"2022,2023",2,1,0.114,0.114,0.114,Declining teams can’t be picked.,2022->2023:0.114
T901,T,"2022,2023",2,1,0.3795,0.3795,0.3795,Wear your buttons.,2022->2023:0.3795
